Associated Gene Name	Description	Gene Biotype
ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	protein_coding
CHIC2	cysteine-rich hydrophobic domain 2	protein_coding
LRP1	low density lipoprotein receptor-related protein 1	protein_coding
TRMT12	tRNA methyltransferase 12 homolog (S. cerevisiae)	protein_coding
RNF139	ring finger protein 139	protein_coding
ANPEP	alanyl (membrane) aminopeptidase	protein_coding
ZC4H2	zinc finger, C4H2 domain containing	protein_coding
PCM1	pericentriolar material 1	protein_coding
TOPORS	topoisomerase I binding, arginine/serine-rich, E3 ubiquitin protein ligase	protein_coding
TLR6	toll-like receptor 6	protein_coding
FATE1	fetal and adult testis expressed 1	protein_coding
TATDN1	TatD DNase domain containing 1	protein_coding
NDUFB6	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa	protein_coding
CTSD	cathepsin D	protein_coding
TONSL	tonsoku-like, DNA repair protein	protein_coding
CNGA2	cyclic nucleotide gated channel alpha 2	protein_coding
FAM114A1	family with sequence similarity 114, member A1	protein_coding
TC2N	tandem C2 domains, nuclear	protein_coding
AP4M1	adaptor-related protein complex 4, mu 1 subunit	protein_coding
STOX1	storkhead box 1	protein_coding
TAF1L	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa-like	protein_coding
PKD2L1	polycystic kidney disease 2-like 1	protein_coding
ORM1	orosomucoid 1	protein_coding
UBR5	ubiquitin protein ligase E3 component n-recognin 5	protein_coding
AVPR1B	arginine vasopressin receptor 1B	protein_coding
GPRASP1	G protein-coupled receptor associated sorting protein 1	protein_coding
C1orf186	chromosome 1 open reading frame 186	protein_coding
GSX2	GS homeobox 2	protein_coding
GPRASP2	G protein-coupled receptor associated sorting protein 2	protein_coding
GPRASP2	G protein-coupled receptor associated sorting protein 2	protein_coding
MAGEA4	melanoma antigen family A, 4	protein_coding
RGP1	RGP1 retrograde golgi transport homolog (S. cerevisiae)	protein_coding
CTSE	cathepsin E	protein_coding
ARSK	arylsulfatase family, member K	protein_coding
HNRNPD	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)	protein_coding
MPI	mannose phosphate isomerase	protein_coding
SERAC1	serine active site containing 1	protein_coding
TMEM221	transmembrane protein 221	protein_coding
SRGAP2	SLIT-ROBO Rho GTPase activating protein 2	protein_coding
ABCE1	ATP-binding cassette, sub-family E (OABP), member 1	protein_coding
SOGA3	SOGA family member 3	protein_coding
WDR41	WD repeat domain 41	protein_coding
GALNT4	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 4 (GalNAc-T4)	protein_coding
GALNT4	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 4 (GalNAc-T4)	protein_coding
ATP2B1	ATPase, Ca++ transporting, plasma membrane 1	protein_coding
ZFP62	zinc finger protein 62 homolog (mouse)	protein_coding
DDX50	DEAD (Asp-Glu-Ala-Asp) box polypeptide 50	protein_coding
TMEM215	transmembrane protein 215	protein_coding
SYT8	synaptotagmin VIII	protein_coding
APTX	aprataxin	protein_coding
PDGFRA	platelet-derived growth factor receptor, alpha polypeptide	protein_coding
NXNL1	nucleoredoxin-like 1	protein_coding
SF1	splicing factor 1	protein_coding
SLC27A1	solute carrier family 27 (fatty acid transporter), member 1	protein_coding
KIAA1609	KIAA1609	protein_coding
PGLS	6-phosphogluconolactonase	protein_coding
FAM129C	family with sequence similarity 129, member C	protein_coding
GPR150	G protein-coupled receptor 150	protein_coding
CYHR1	cysteine/histidine-rich 1	protein_coding
MSMP	microseminoprotein, prostate associated	protein_coding
RFESD	Rieske (Fe-S) domain containing	protein_coding
ZC3H12B	zinc finger CCCH-type containing 12B	protein_coding
NPR2	natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B)	protein_coding
WASL	Wiskott-Aldrich syndrome-like	protein_coding
LHX2	LIM homeobox 2	protein_coding
PRRC2A	proline-rich coiled-coil 2A	protein_coding
BHLHB9	basic helix-loop-helix domain containing, class B, 9	protein_coding
GLT25D1	glycosyltransferase 25 domain containing 1	protein_coding
SLX4	SLX4 structure-specific endonuclease subunit homolog (S. cerevisiae)	protein_coding
ARL6	ADP-ribosylation factor-like 6	protein_coding
LY86	lymphocyte antigen 86	protein_coding
SCD	stearoyl-CoA desaturase (delta-9-desaturase)	protein_coding
AP3S2	adaptor-related protein complex 3, sigma 2 subunit	protein_coding
AP3S2	adaptor-related protein complex 3, sigma 2 subunit	protein_coding
HYAL4	hyaluronoglucosaminidase 4	protein_coding
ARF6	ADP-ribosylation factor 6	protein_coding
CHD4	chromodomain helicase DNA binding protein 4	protein_coding
GTF2H5	general transcription factor IIH, polypeptide 5	protein_coding
TULP4	tubby like protein 4	protein_coding
CREM	cAMP responsive element modulator	protein_coding
TMEM156	transmembrane protein 156	protein_coding
RMI1	RMI1, RecQ mediated genome instability 1, homolog (S. cerevisiae)	protein_coding
FOXP3	forkhead box P3	protein_coding
RREB1	ras responsive element binding protein 1	protein_coding
TMEM155	transmembrane protein 155	protein_coding
COTL1	coactosin-like 1 (Dictyostelium)	protein_coding
ARMC3	armadillo repeat containing 3	protein_coding
SPAM1	sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding)	protein_coding
SIRT3	sirtuin 3	protein_coding
FUT8	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	protein_coding
SPATA9	spermatogenesis associated 9	protein_coding
KLHL36	kelch-like 36 (Drosophila)	protein_coding
BMP10	bone morphogenetic protein 10	protein_coding
GKN2	gastrokine 2	protein_coding
FAM20C	family with sequence similarity 20, member C	protein_coding
TMEM181	transmembrane protein 181	protein_coding
C16orf79	chromosome 16 open reading frame 79	protein_coding
WNT8B	wingless-type MMTV integration site family, member 8B	protein_coding
TMEM229A	transmembrane protein 229A	protein_coding
GPR37	G protein-coupled receptor 37 (endothelin receptor type B-like)	protein_coding
ORM2	orosomucoid 2	protein_coding
NEK6	NIMA (never in mitosis gene a)-related kinase 6	protein_coding
C12orf12	chromosome 12 open reading frame 12	protein_coding
C14orf126	chromosome 14 open reading frame 126	protein_coding
SLC28A3	solute carrier family 28 (sodium-coupled nucleoside transporter), member 3	protein_coding
POT1	protection of telomeres 1 homolog (S. pombe)	protein_coding
KLHL5	kelch-like 5 (Drosophila)	protein_coding
FBLN5	fibulin 5	protein_coding
RAB40AL	RAB40A, member RAS oncogene family-like	protein_coding
BEX1	brain expressed, X-linked 1	protein_coding
NXF3	nuclear RNA export factor 3	protein_coding
GPR33	G protein-coupled receptor 33 (gene/pseudogene)	polymorphic_pseudogene
LAS1L	LAS1-like (S. cerevisiae)	protein_coding
NUBPL	nucleotide binding protein-like	protein_coding
PGP	phosphoglycolate phosphatase	protein_coding
MINA	MYC induced nuclear antigen	protein_coding
EXOSC9	exosome component 9	protein_coding
KIFC2	kinesin family member C2	protein_coding
USMG5	up-regulated during skeletal muscle growth 5 homolog (mouse)	protein_coding
C14orf182	chromosome 14 open reading frame 182	protein_coding
PPP1R3F	protein phosphatase 1, regulatory subunit 3F	protein_coding
GKN1	gastrokine 1	protein_coding
MMP26	matrix metallopeptidase 26	protein_coding
NTRK2	neurotrophic tyrosine kinase, receptor, type 2	protein_coding
C14orf183	chromosome 14 open reading frame 183	protein_coding
EPYC	epiphycan	protein_coding
METTL21D	methyltransferase like 21D	protein_coding
UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats	protein_coding
GUCY1B3	guanylate cyclase 1, soluble, beta 3	protein_coding
USP10	ubiquitin specific peptidase 10	protein_coding
C10orf131	chromosome 10 open reading frame 131	protein_coding
KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	protein_coding
E4F1	E4F transcription factor 1	protein_coding
OTUD4	OTU domain containing 4	protein_coding
CKB	creatine kinase, brain	protein_coding
NDUFB9	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9, 22kDa	protein_coding
C15orf38-AP3S2	C15orf38-AP3S2 readthrough	protein_coding
AKNA	AT-hook transcription factor	protein_coding
WDR19	WD repeat domain 19	protein_coding
NUP155	nucleoporin 155kDa	protein_coding
CIITA	class II, major histocompatibility complex, transactivator	protein_coding
DNASE1	deoxyribonuclease I	protein_coding
DYNLT1	dynein, light chain, Tctex-type 1	protein_coding
ANTXR1	anthrax toxin receptor 1	protein_coding
SOS2	son of sevenless homolog 2 (Drosophila)	protein_coding
C15orf38	chromosome 15 open reading frame 38	protein_coding
OR51F1	olfactory receptor, family 51, subfamily F, member 1	protein_coding
CYP21A2	cytochrome P450, family 21, subfamily A, polypeptide 2	protein_coding
SSR1	signal sequence receptor, alpha	protein_coding
PDCD11	programmed cell death 11	protein_coding
GAGE10	G antigen 10	protein_coding
GABRE	gamma-aminobutyric acid (GABA) A receptor, epsilon	protein_coding
GABRE	gamma-aminobutyric acid (GABA) A receptor, epsilon	protein_coding
SPAG8	sperm associated antigen 8	protein_coding
GAGE12J	G antigen 12J	protein_coding
GAGE12J	G antigen 12J	protein_coding
GAGE12J	G antigen 12J	protein_coding
GAGE12J	G antigen 12J	protein_coding
GAGE12J	G antigen 12J	protein_coding
GAGE12J	G antigen 12J	protein_coding
GAGE12J	G antigen 12J	protein_coding
KERA	keratocan	protein_coding
CNOT1	CCR4-NOT transcription complex, subunit 1	protein_coding
LUM	lumican	protein_coding
ARHGAP5	Rho GTPase activating protein 5	protein_coding
SYTL3	synaptotagmin-like 3	protein_coding
DDX21	DEAD (Asp-Glu-Ala-Asp) box helicase 21	protein_coding
SEC31B	SEC31 homolog B (S. cerevisiae)	protein_coding
MSN	moesin	protein_coding
OR52R1	olfactory receptor, family 52, subfamily R, member 1	protein_coding
OR51F2	olfactory receptor, family 51, subfamily F, member 2	protein_coding
OR51S1	olfactory receptor, family 51, subfamily S, member 1	protein_coding
MSRB2	methionine sulfoxide reductase B2	protein_coding
CC2D2B	coiled-coil and C2 domain containing 2B	protein_coding
DCN	decorin	protein_coding
TAPBP	TAP binding protein (tapasin)	protein_coding
GAGE13	G antigen 13	protein_coding
MTSS1	metastasis suppressor 1	protein_coding
ZNF710	zinc finger protein 710	protein_coding
GAGE2E	G antigen 2E	protein_coding
GAGE2E	G antigen 2E	protein_coding
PTF1A	pancreas specific transcription factor, 1a	protein_coding
PSMD13	proteasome (prosome, macropain) 26S subunit, non-ATPase, 13	protein_coding
GAGE2D	G antigen 2D	protein_coding
GAGE2D	G antigen 2D	protein_coding
HNRPDL	heterogeneous nuclear ribonucleoprotein D-like	protein_coding
GAGE12I	G antigen 12I	protein_coding
GAGE12I	G antigen 12I	protein_coding
GAGE12I	G antigen 12I	protein_coding
GAGE12I	G antigen 12I	protein_coding
GAGE12I	G antigen 12I	protein_coding
GAGE12I	G antigen 12I	protein_coding
GAGE12I	G antigen 12I	protein_coding
GAGE2C	G antigen 2C	protein_coding
GAGE2C	G antigen 2C	protein_coding
OR51T1	olfactory receptor, family 51, subfamily T, member 1	protein_coding
CD163	CD163 molecule	protein_coding
C10orf67	chromosome 10 open reading frame 67	protein_coding
PDGFA	platelet-derived growth factor alpha polypeptide	protein_coding
ODF1	outer dense fiber of sperm tails 1	protein_coding
GABRR3	gamma-aminobutyric acid (GABA) A receptor, rho 3	polymorphic_pseudogene
FOXH1	forkhead box H1	protein_coding
KLF10	Kruppel-like factor 10	protein_coding
KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)	protein_coding
EZR	ezrin	protein_coding
IDH2	isocitrate dehydrogenase 2 (NADP+), mitochondrial	protein_coding
VRK1	vaccinia related kinase 1	protein_coding
OTUD1	OTU domain containing 1	protein_coding
AKAP6	A kinase (PRKA) anchor protein 6	protein_coding
TRIP11	thyroid hormone receptor interactor 11	protein_coding
OR51A7	olfactory receptor, family 51, subfamily A, member 7	protein_coding
OR5AC2	olfactory receptor, family 5, subfamily AC, member 2	protein_coding
OR5H1	olfactory receptor, family 5, subfamily H, member 1	protein_coding
OR5H14	olfactory receptor, family 5, subfamily H, member 14	protein_coding
VSIG4	V-set and immunoglobulin domain containing 4	protein_coding
OR5H15	olfactory receptor, family 5, subfamily H, member 15	protein_coding
GRM8	glutamate receptor, metabotropic 8	protein_coding
OR51G2	olfactory receptor, family 51, subfamily G, member 2	protein_coding
TNNI2	troponin I type 2 (skeletal, fast)	protein_coding
APC	adenomatous polyposis coli	protein_coding
PMEL	premelanosome protein	protein_coding
CCNJ	cyclin J	protein_coding
GAGE2B	G antigen 2B	protein_coding
GAGE2B	G antigen 2B	protein_coding
BEX4	brain expressed, X-linked 4	protein_coding
RHOBTB3	Rho-related BTB domain containing 3	protein_coding
KIAA1217	KIAA1217	protein_coding
HINT2	histidine triad nucleotide binding protein 2	protein_coding
PPP1R16A	protein phosphatase 1, regulatory subunit 16A	protein_coding
DNASE1L2	deoxyribonuclease I-like 2	protein_coding
OR5H6	olfactory receptor, family 5, subfamily H, member 6	protein_coding
COX5A	cytochrome c oxidase subunit Va	protein_coding
LRTOMT	leucine rich transmembrane and 0-methyltransferase domain containing	protein_coding
BLNK	B-cell linker	protein_coding
OR51G1	olfactory receptor, family 51, subfamily G, member 1	protein_coding
OR51A4	olfactory receptor, family 51, subfamily A, member 4	protein_coding
PRKAR1B	protein kinase, cAMP-dependent, regulatory, type I, beta	protein_coding
L2HGDH	L-2-hydroxyglutarate dehydrogenase	protein_coding
OR51A2	olfactory receptor, family 51, subfamily A, member 2	protein_coding
GPHN	gephyrin	protein_coding
OR51L1	olfactory receptor, family 51, subfamily L, member 1	protein_coding
OR52J3	olfactory receptor, family 52, subfamily J, member 3	protein_coding
CA5BP1	carbonic anhydrase VB pseudogene 1	pseudogene
OR52E2	olfactory receptor, family 52, subfamily E, member 2	protein_coding
RPP25	ribonuclease P/MRP 25kDa subunit	protein_coding
CDK9	cyclin-dependent kinase 9	protein_coding
SCAMP5	secretory carrier membrane protein 5	protein_coding
LSP1	lymphocyte-specific protein 1	protein_coding
OR5H2	olfactory receptor, family 5, subfamily H, member 2	protein_coding
OR5K4	olfactory receptor, family 5, subfamily K, member 4	protein_coding
GAGE12C	G antigen 12C	protein_coding
GAGE12C	G antigen 12C	protein_coding
GAGE12C	G antigen 12C	protein_coding
GAGE12C	G antigen 12C	protein_coding
OR5K3	olfactory receptor, family 5, subfamily K, member 3	protein_coding
GFPT1	glutamine--fructose-6-phosphate transaminase 1	protein_coding
LARP6	La ribonucleoprotein domain family, member 6	protein_coding
OR52A5	olfactory receptor, family 52, subfamily A, member 5	protein_coding
OR52A1	olfactory receptor, family 52, subfamily A, member 1	protein_coding
AZIN1	antizyme inhibitor 1	protein_coding
TRMT61A	tRNA methyltransferase 61 homolog A (S. cerevisiae)	protein_coding
OR5K1	olfactory receptor, family 5, subfamily K, member 1	protein_coding
C6orf99	chromosome 6 open reading frame 99	protein_coding
TCEAL8	transcription elongation factor A (SII)-like 8	protein_coding
OR51V1	olfactory receptor, family 51, subfamily V, member 1	protein_coding
MAGEA10	melanoma antigen family A, 10	protein_coding
HBB	hemoglobin, beta	protein_coding
OR5K2	olfactory receptor, family 5, subfamily K, member 2	protein_coding
SRD5A3	steroid 5 alpha-reductase 3	protein_coding
TCEAL5	transcription elongation factor A (SII)-like 5	protein_coding
POMC	proopiomelanocortin	protein_coding
CLDND1	claudin domain containing 1	protein_coding
TMEM8B	transmembrane protein 8B	protein_coding
CAGE1	cancer antigen 1	protein_coding
BAG6	BCL2-associated athanogene 6	protein_coding
TDO2	tryptophan 2,3-dioxygenase	protein_coding
EFCAB9	EF-hand calcium binding domain 9	protein_coding
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	protein_coding
TRAP1	TNF receptor-associated protein 1	protein_coding
DNAJA1	DnaJ (Hsp40) homolog, subfamily A, member 1	protein_coding
TMEM165	transmembrane protein 165	protein_coding
BAG5	BCL2-associated athanogene 5	protein_coding
BEX2	brain expressed X-linked 2	protein_coding
DEXI	Dexi homolog (mouse)	protein_coding
